Site and visit,Major Vegetation Group,Latitude,Longitude,Precipitation Seasonality,MAP,MAT,Mean Maximum Temperature Warmest Month,PerSoilP,PerSoilN,Soil Depth,perSoil WHC ,perSand,Topographic relief,Species richness_vouchers,Species richness_intercepts,Pareto alpha,Lognorm sigma,Delta AIC,Simpson,Shannon
QDASSD0006-57626,Hummock Grasslands,-23.87954167,138.0984194,59,206,23.5,38.9,0.015,0.029,1,16.1,85.2,9.4,29,23,0.56769944,-0.551039936,-15.82500118,0.695978167,1.744513688
QDASSD0007-56916,Eucalypt Open Woodlands,-23.88048889,138.096425,59,206,23.5,38.9,0.016,0.034,1,16.9,85,9.4,33,12,0.519950442,-0.389275226,-7.860635113,0.684010794,1.469397273
QDASSD0007-57627,Eucalypt Open Woodlands,-23.88048889,138.096425,59,206,23.5,38.9,0.016,0.034,1,16.9,85,9.4,35,15,0.548024428,0.205347892,-7.842659714,0.776030042,1.789348127
QDASSD0008-56917,Other Shrublands,-23.95415278,138.1369861,61,202,23.5,38.9,0.018,0.035,1,16.1,79.9,9.6,24,14,0.661433494,-0.800667626,-17.37816139,0.460567678,1.050832755
QDASSD0008-57628,Other Shrublands,-23.95415278,138.1369861,61,202,23.5,38.9,0.018,0.035,1,16.1,79.9,9.6,28,14,0.440530672,-0.042545934,-3.415888363,0.488430953,1.138515195
QDASSD0009-56918,Eucalypt Open Woodlands,-23.96730833,138.140975,61,201,23.5,38.9,0.019,0.039,1,16.8,79,6,24,10,0.553208444,-0.504898518,-12.23627868,0.642918348,1.19706398
QDASSD0009-57629,Eucalypt Open Woodlands,-23.96730833,138.140975,61,201,23.5,38.9,0.019,0.039,1,16.8,79,6,34,17,0.526564467,-0.413432753,-13.43536637,0.721497075,1.572957931
QDASSD0010-56919,Eucalypt Open Woodlands,-23.731025,138.0003861,62,210,23.5,38.8,0.026,0.044,1,16.8,77.1,5.9,37,10,0.602101698,-0.650695837,-0.073482889,0.612610947,1.496454707
QDASSD0011-56920,Acacia Forests and Woodlands,-23.23663333,138.2260806,66,232,23.6,38.6,0.014,0.036,0.7,15,77.5,16.3,46,22,1.054646669,-1.364350566,-34.54365723,0.704354793,1.734774213
QDASSD0011-57631,Acacia Forests and Woodlands,-23.23663333,138.2260806,66,232,23.6,38.6,0.014,0.036,0.7,15,77.5,16.3,28,15,0.531716726,-0.431834759,-4.847364074,0.783180916,1.913397972
QDASSD0012-56921,Other Shrublands,-23.34449722,138.2522444,67,227,23.5,38.6,0.019,0.037,0.8,16.5,71.5,12.5,20,6,0.829480686,0.502476042,-2.892828228,0.699833532,1.443280268
QDASSD0012-57632,Other Shrublands,-23.34449722,138.2522444,67,227,23.5,38.6,0.019,0.037,0.8,16.5,71.5,12.5,20,14,0.432277815,0.000791708,-9.82496476,0.74209483,1.678749194
QDASSD0013-56922,Acacia Shrublands,-23.29418889,138.226025,64,231,23.4,38.5,0.017,0.033,0.8,16.1,80,6.7,33,12,0.774090192,-1.020696299,-17.24400517,0.553125,1.100293897
QDASSD0013-57633,Acacia Shrublands,-23.29418889,138.226025,64,231,23.4,38.5,0.017,0.033,0.8,16.1,80,6.7,41,22,0.80550803,-1.071082872,-28.08711033,0.675459605,1.551908893
QDASSD0014-56923,Acacia Forests and Woodlands,-23.17578611,138.1672889,67,237,23.5,38.5,0.021,0.035,0.8,16.3,64.4,8.4,43,16,0.619357997,-0.697960325,-10.42520961,0.857093306,2.16193283
QDASSD0014-57634,Acacia Forests and Woodlands,-23.17578611,138.1672889,67,237,23.5,38.5,0.021,0.035,0.8,16.3,64.4,8.4,39,17,0.526471569,-0.413097648,-10.95818131,0.793772063,1.913903379
QDASSD0015-56924,Acacia Shrublands,-23.188075,138.1930944,67,236,23.5,38.5,0.015,0.028,0.7,16.1,88,11.9,48,16,0.56220318,-0.53381905,-12.53024339,0.777899055,1.853368283
QDASSD0015-57635,Acacia Shrublands,-23.188075,138.1930944,67,236,23.5,38.5,0.015,0.028,0.7,16.1,88,11.9,35,16,0.585183789,-0.603670576,-13.69871623,0.673084442,1.531951936
SAAEYB0001-57637,Other Shrublands,-32.97155,137.2483611,19,259,17.2,30,0.031,0.062,0.9,11.8,61.6,23.3,31,17,0.308793441,0.925875324,14.85384581,0.882234763,2.371652685
SAAFLB0030-53506,"Chenopod Shrublands, Samphire Shrublands and Forblands",-29.97848333,138.0151194,33,176,19.6,35.7,0.024,0.041,0.7,11.7,66.7,31.9,32,18,0.682463413,-0.84725538,-8.814447601,0.855450525,2.261684288
SAAFLB0031-53507,"Chenopod Shrublands, Samphire Shrublands and Forblands",-29.971575,137.9545667,32,175,19.8,35.9,0.026,0.037,0.7,11.9,66.8,21.4,45,18,0.744916051,-0.970102249,-14.82855074,0.839579224,2.179099403
SAAGAW0001-56992,Acacia Forests and Woodlands,-32.98324722,137.1972083,20,266,17,30,0.025,0.07,0.9,13.3,62.9,25.5,28,19,0.507532412,-0.342217863,-4.446487787,0.720321906,1.890830157
SAAGAW0002-56993,"Chenopod Shrublands, Samphire Shrublands and Forblands",-32.98011944,137.2442722,20,262,17.1,29.9,0.027,0.058,0.9,12.7,58.9,22.4,29,18,0.766863475,-1.008522351,-19.41595866,0.690929382,1.600379817
SAAGAW0003-56994,Casuarina Forests and Woodlands,-32.97155,137.2483611,19,259,17.2,30,0.031,0.062,0.9,11.8,61.6,23.3,21,9,0.458800879,-0.132940651,-5.224273384,0.564297573,1.06615271
SAAGVD0001-56925,"Chenopod Shrublands, Samphire Shrublands and Forblands",-29.34533611,130.4461611,23,173,19.1,34.7,0.017,0.04,0.6,14.2,81.5,6.4,34,21,0.708299603,-0.90070346,-19.50164294,0.765380117,1.931903746
SAAGVD0002-56926,"Chenopod Shrublands, Samphire Shrublands and Forblands",-29.34649167,130.4504778,23,173,19.1,34.7,0.016,0.037,0.6,13.8,85.6,6.4,44,22,0.522248972,-0.397739869,-5.209424331,0.870966956,2.399374566
SAAGVD0003-56927,Acacia Shrublands,-29.32168889,130.4461611,23,173,19.2,34.8,0.018,0.04,0.6,14.6,84.4,9.8,67,36,0.517532236,-0.380288642,-5.371500244,0.789682484,2.411061896
SAAGVD0004-56947,Acacia Forests and Woodlands,-30.81475278,132.1342611,22,206,18.6,32.4,0.029,0.049,0.8,13,66.8,16.6,32,21,0.599901441,-0.645594936,-6.531437301,0.880309326,2.439270459
SAAMDD0007-53742,"Chenopod Shrublands, Samphire Shrublands and Forblands",-34.36234611,139.4997236,24,273,16.2,30.6,0.031,0.088,1,9.8,79.2,15.7,34,11,0.591748418,-0.891823521,-10.76369759,0.591306101,1.289205976
SAAMDD0008-53743,Mallee Open Woodlands and Sparse Mallee Shrublands,-34.34173111,139.5077222,23,276,16.1,30.5,0.031,0.094,1,10.3,78.1,16.8,21,9,0.691898949,0.05153135,-9.759638396,0.249488649,0.649021437
SAAMDD0009-53744,Other Shrublands,-34.35790194,139.4859286,23,270,16.2,30.6,0.028,0.083,1,8.5,79.1,17,35,14,0.564430904,-0.53488111,-11.97744038,0.739484024,1.639826505
SAAMDD0010-53700,Mallee Open Woodlands and Sparse Mallee Shrublands,-34.32056583,139.5024239,23,272,16.2,30.7,0.032,0.078,1,9,79.3,18,38,12,0.436998591,0.084467768,-8.447454523,0.765245822,1.613075766
SAAMDD0011-53745,Other Shrublands,-34.31998056,139.5300286,23,273,16.2,30.7,0.026,0.084,1,10.6,78.3,7.3,47,21,0.498451697,-0.306322976,-6.05883503,0.889684246,2.434225268
SAANUL0001-56948,"Chenopod Shrublands, Samphire Shrublands and Forblands",-30.96575833,132.0876417,24,216,18.4,32,0.029,0.047,0.7,13.2,68.3,13.5,25,13,0.480497339,-0.2313584,-3.607548722,0.802971381,1.919180321
SAANUL0002-56949,Other Shrublands,-31.39337222,131.2773722,27,249,17.8,30.6,0.022,0.05,0.7,12.7,72,34,40,24,0.550878365,-0.497252703,-5.778967829,0.826931164,2.324833809
SAANUL0003-56950,Tussock Grasslands,-31.482375,131.2667917,29,251,17.9,30.4,0.024,0.047,0.7,12.6,60.8,19.6,25,12,0.517885056,0.311542155,-2.191478335,0.721672017,1.762143831
SAANUL0004-56951,"Chenopod Shrublands, Samphire Shrublands and Forblands",-31.51117778,131.3066306,29,252,18,30.4,0.026,0.055,0.7,11.9,72,23.2,32,17,0.435602557,-0.016864792,4.242837582,0.882070313,2.364858097
SAARIV0001-57090,Eucalypt Woodlands,-34.08430278,140.7576028,18,258,17.3,32.8,0.035,0.105,1.1,15.2,58,6.6,36,16,0.363501186,0.438487244,-0.827436701,0.744730891,1.797838821
SAARIV0002-57091,Eucalypt Woodlands,-34.04282778,140.7806333,17,254,17.3,32.8,0.035,0.074,1,15,57.4,6.3,27,18,0.376365217,0.344458246,-2.551651544,0.78756413,1.927975937
SAARIV0003-57092,Eucalypt Open Forests,-34.08388889,140.7602,18,257,17.3,32.8,0.04,0.112,1.1,14.4,58.3,6.5,30,11,0.327004995,0.745521814,0.300720589,0.784824567,1.769026972
SAARIV0004-57093,Eucalypt Woodlands,-34.26156667,140.3868611,19,252,17,32.4,0.027,0.071,1.1,12.9,72.6,9.6,21,12,0.326006533,0.754887828,2.191131419,0.773250402,1.770790061
SAARIV0005-57094,"Inland aquatic - freshwater, salt lakes, lagoons",-34.26347222,140.3877333,19,252,17,32.4,0.037,0.071,1.1,12.7,75.6,9.6,18,10,0.331998051,1.392677541,2.102518249,0.718819506,1.581690611
SAARIV0006-57095,Eucalypt Open Forests,-34.26363333,140.3898528,19,252,17,32.4,0.023,0.076,1.2,14.2,74.1,9.6,18,12,0.303174856,0.985891133,6.099593197,0.652615441,1.562635694
SAARIV0007-57096,Eucalypt Woodlands,-34.15945,139.9267639,21,258,16.9,32,0.038,0.08,1,12.4,64.6,33.3,22,7,0.342129717,0.610332575,-2.579099583,0.398053503,0.776556743
SAARIV0008-57097,Eucalypt Woodlands,-34.15914722,139.9254167,21,258,16.9,32,0.037,0.086,1,12.2,67.6,31,29,12,0.38238038,0.302661516,-1.942484478,0.780488535,1.743042117
SAARIV0009-57089,Eucalypt Woodlands,-34.15837778,139.9278611,21,258,16.9,32,0.037,0.093,1,12.6,65.7,34.8,19,13,0.361966109,0.450154176,7.04944025,0.850627432,2.098466013
SAASTP0001-53719,"Chenopod Shrublands, Samphire Shrublands and Forblands",-26.27817222,134.9992,39,147,21.9,38,0.029,0.032,0.6,14.8,61.5,12.8,52,26,0.716705649,-0.917262485,-16.13524443,0.843096424,2.439962668
SAASTP0002-53720,"Chenopod Shrublands, Samphire Shrublands and Forblands",-26.27460833,135.0155972,40,146,21.9,38,0.028,0.03,0.6,15.5,62.8,8.3,41,24,0.720772724,-0.924144941,-20.20690431,0.805928975,2.062710632
SAASTP0003-53721,"Chenopod Shrublands, Samphire Shrublands and Forblands",-26.2739,135.0729667,39,145,21.9,38,0.029,0.026,0.7,14.8,63.3,3.8,48,24,0.7336099,-0.949413174,-11.5015047,0.905966553,2.666975382
SAASTP0004-53722,"Chenopod Shrublands, Samphire Shrublands and Forblands",-26.08814222,135.4522019,43,135,22.2,38.3,0.032,0.038,0.8,14.9,64.3,10.8,38,22,0.62667671,-0.715825714,-14.89648142,0.862982992,2.329877813
SAASTP0005-53723,"Chenopod Shrublands, Samphire Shrublands and Forblands",-26.09590833,135.4235033,43,135,22.2,38.3,0.033,0.036,0.7,14.8,58.5,7.4,43,29,0.578949398,-0.585268748,-11.53863374,0.911671902,2.714215322
SAASTP0007-53724,"Chenopod Shrublands, Samphire Shrublands and Forblands",-26.35504167,135.8165917,43,131,22.4,38.6,0.032,0.039,0.9,15.4,69.8,16.7,39,25,0.66561282,-0.807185798,-15.24133128,0.774235172,2.150589204
SAASTP0008-53725,"Chenopod Shrublands, Samphire Shrublands and Forblands",-26.36887778,135.7887611,43,131,22.4,38.6,0.029,0.03,0.8,13.5,64.1,56.7,25,11,0.809401708,-1.077054984,-14.26002415,0.638480978,1.386560228
SAASTP0009-53726,"Chenopod Shrublands, Samphire Shrublands and Forblands",-26.35025278,135.7046278,40,132,22.3,38.5,0.032,0.039,0.9,15.5,67.4,8,29,20,0.616090278,-0.68939668,-20.47834219,0.695644746,1.616789803
SAASTP0010-53727,"Chenopod Shrublands, Samphire Shrublands and Forblands",-26.36668333,135.5817111,41,135,22.2,38.4,0.031,0.029,0.7,16,62.9,20.8,15,8,0.466835311,-0.170452395,-0.189412346,0.779264,1.667456529
SAASTP0011-53728,Tussock Grasslands,-26.4805,135.4576472,40,139,22.2,38.3,0.021,0.029,0.7,15.6,78.6,24.5,15,7,0.56403638,-0.538609548,-4.401883173,0.524029904,1.131128886
SAASTP0012-53729,Tussock Grasslands,-26.62279444,135.4337278,36,147,21.8,38,0.027,0.033,0.6,15.8,68.1,22.8,22,11,0.647714043,-0.76864427,-11.18497213,0.505327976,1.142686525
SAASTP0013-53730,Tussock Grasslands,-26.57410278,135.3073917,36,147,21.9,38.1,0.024,0.03,0.6,15.7,65,25.1,27,15,0.673262711,-0.827231121,-11.50899531,0.639319728,1.547463872
SAASTP0014-57067,"Chenopod Shrublands, Samphire Shrublands and Forblands",-27.86115,136.6493694,32,135,22,38.3,0.029,0.032,0.9,16.4,67.4,14.5,35,4,NA,NA,NA,0.72,1.33217904
SAASTP0015-53715,Tussock Grasslands,-27.86566667,136.6783306,32,132,22.1,38.4,0.026,0.029,0.9,16.8,71.4,13.4,30,19,0.918255384,-1.223513765,-13.43813717,0.87385825,2.451541429
SAASTP0016-53716,"Chenopod Shrublands, Samphire Shrublands and Forblands",-27.83496111,136.6299222,33,133,22.1,38.4,0.026,0.032,0.9,15.8,70.5,14.5,43,30,0.650105398,-0.774323304,-23.42613451,0.844162956,2.300240488
SAASTP0017-53717,"Chenopod Shrublands, Samphire Shrublands and Forblands",-27.83978333,136.6397306,33,133,22.1,38.4,0.026,0.03,0.9,16.5,74.3,13,37,24,0.533711786,-0.438864994,-10.7195086,0.838769004,2.192825205
SAASTP0018-53718,"Chenopod Shrublands, Samphire Shrublands and Forblands",-28.43342778,136.4283806,26,131,21.7,38,0.036,0.033,0.9,15.7,65.3,6.6,46,32,0.879462135,-1.175476807,-32.50239983,0.897024793,2.724232134
SAASTP0019-53731,"Chenopod Shrublands, Samphire Shrublands and Forblands",-28.41965694,136.4812397,27,129,21.7,38.1,0.028,0.03,0.9,15.6,67.5,4.5,45,29,0.784647562,-1.038077889,-15.23121122,0.917793902,2.840020884
SAASTP0020-53732,"Chenopod Shrublands, Samphire Shrublands and Forblands",-28.43764444,136.4588139,27,129,21.7,38.1,0.03,0.032,0.9,16.2,69.1,4.8,46,27,1.000099731,-1.312635144,-28.02997933,0.883270576,2.612124651
SAASTP0021-53733,"Chenopod Shrublands, Samphire Shrublands and Forblands",-28.40246944,136.5329083,26,133,21.7,38,0.033,0.034,0.8,15.3,63,13.9,36,24,1.152078619,-1.444539108,-24.03297372,0.899891317,2.693120681
SAASTP0022-53735,"Chenopod Shrublands, Samphire Shrublands and Forblands",-28.20560833,134.536,36,172,21.1,37.1,0.036,0.034,0.7,15.4,55.3,7.8,45,21,0.595248919,-0.63256597,-14.71335521,0.833824521,2.185100595
SAASTP0023-53736,"Chenopod Shrublands, Samphire Shrublands and Forblands",-28.20895,134.5849472,36,170,21.2,37.1,0.039,0.033,0.7,15.7,52.6,8.5,51,27,0.792700465,-1.051024849,-26.51083293,0.787272471,2.143270324
SAASTP0024-53737,"Chenopod Shrublands, Samphire Shrublands and Forblands",-27.9941,134.9738889,38,170,21.5,37.6,0.034,0.037,0.7,15.1,55.5,16.3,22,7,0.922162629,-1.228127978,-11.04772124,0.456538171,0.961400619
SAASTP0025-53734,"Chenopod Shrublands, Samphire Shrublands and Forblands",-27.95972278,134.9713194,40,174,21.5,37.6,0.032,0.034,0.6,14.1,62,26.4,16,11,1.015908539,-1.328194837,-9.22191814,0.811851852,1.983214983
SAASTP0026-53738,"Chenopod Shrublands, Samphire Shrublands and Forblands",-27.788875,134.8922078,38,190,20.9,37.1,0.024,0.035,0.4,14.5,69.1,39.5,20,10,0.753780373,-0.985889051,-4.956042197,0.835909631,1.972072382
SAASTP0027-53739,"Chenopod Shrublands, Samphire Shrublands and Forblands",-27.73725,134.8437556,38,190,21,37.2,0.028,0.034,0.4,15.2,66,21.4,15,7,0.807439735,-0.379915132,-0.33736054,0.78251821,1.713087262
SAASTP0028-53740,"Chenopod Shrublands, Samphire Shrublands and Forblands",-27.71056111,134.8446167,39,191,21,37.2,0.025,0.034,0.5,14.3,70.4,38,21,6,1.897349841,-1.074354828,-6.143691494,0.790170132,1.668703333
SAASTP0029-53741,"Chenopod Shrublands, Samphire Shrublands and Forblands",-28.08707778,135.8614722,32,148,21.7,37.9,0.028,0.034,0.8,14.2,71.4,32.3,24,19,1.00223683,-1.314767262,-24.45399155,0.848099174,2.256754131
SAASTP0030-56935,Acacia Shrublands,-29.290199,139.179877,42,163,20.8,36.6,0.022,0.036,0.8,15.7,70.8,10,43,21,0.765621848,-1.006407575,-11.47573218,0.848376806,2.397407714
SAASTP0031-56938,Other Shrublands,-29.276984,139.175572,42,163,20.8,36.6,0.023,0.039,0.9,16.3,66.9,10.8,41,22,0.916060655,-1.22090465,-20.67733269,0.831336496,2.264833401
SAASTP0032-56939,Tussock Grasslands,-29.28948611,139.1824611,42,163,20.8,36.6,0.031,0.042,0.9,16.7,62.2,10.7,45,23,0.902505965,-1.204509528,-20.42855202,0.623535156,1.785701546
SASMDD0001-53710,Mallee Woodlands and Shrublands,-34.00265833,140.5864083,17,256,17.1,32.5,0.019,0.063,1,15.1,80.5,15,37,16,0.551040912,-0.497788177,-14.80829105,0.713182457,1.491984215
SASMDD0002-53711,Mallee Woodlands and Shrublands,-34.01169722,140.5926917,18,257,17.1,32.5,0.021,0.063,1,15.9,77.1,12.4,34,21,0.491718181,-0.275875484,-4.966554092,0.819071181,2.100523585
SASMDD0003-57009,Mallee Woodlands and Shrublands,-33.99453056,140.5856361,17,256,17.1,32.5,0.02,0.063,1,15.7,82.9,17.3,30,15,0.52991771,-0.425449936,-8.545061164,0.715580445,1.704977105
SASMDD0004-56997,"Chenopod Shrublands, Samphire Shrublands and Forblands",-33.99676389,140.7346278,17,252,17.3,32.8,0.025,0.074,1.1,15.5,73.4,17.9,15,8,0.466100163,-0.167073778,-7.709777629,0.718392857,1.382515985
SASMDD0004-57013,"Chenopod Shrublands, Samphire Shrublands and Forblands",-33.99676389,140.7346278,17,252,17.3,32.8,0.025,0.074,1.1,15.5,73.4,17.9,15,7,0.485220763,0.44152938,0.326588224,0.730760525,1.534479245
SASMDD0005-53712,Other Shrublands,-33.97431111,140.7257806,17,259,17.2,32.7,0.024,0.087,1.1,15.1,81.5,50.4,29,18,0.577532038,-0.581029746,-17.27702867,0.769252989,1.76458405
SASMDD0005-57006,Other Shrublands,-33.97431111,140.7257806,17,259,17.2,32.7,0.024,0.087,1.1,15.1,81.5,50.4,32,15,0.684477578,-0.851567189,-13.60452086,0.715055884,1.717321213
SASMDD0006-53713,Mallee Woodlands and Shrublands,-33.97274167,140.7272611,17,259,17.2,32.7,0.024,0.087,1.1,14.7,82.2,50.3,31,21,0.436698135,0.082736401,4.663545075,0.900146578,2.545319573
SASMDD0006-57007,Mallee Woodlands and Shrublands,-33.97274167,140.7272611,17,259,17.2,32.7,0.024,0.087,1.1,14.7,82.2,50.3,41,25,0.619357183,-0.697958165,-8.635931408,0.898895264,2.607844657
SASMDD0008-57638,Eucalypt Woodlands,-34.04415278,140.76035,17,254,17.3,32.8,0.042,0.09,1.1,14.9,55,7.3,22,7,1.274334914,-1.527812361,-17.13607217,0.169928039,0.452162006
SASMDD0009-57008,Callitris Forests and Woodlands,-34.05969722,140.6957778,17,254,17.3,32.7,0.028,0.074,1.1,14.4,80.8,16.6,37,20,0.723930579,-0.931187525,-22.22971576,0.780956186,1.926757651
SASMDD0011-56998,"Chenopod Shrublands, Samphire Shrublands and Forblands",-34.01889444,140.7095278,17,252,17.3,32.8,0.025,0.078,1,14.7,78.6,21.2,27,11,0.500816025,-0.315794207,-7.202757867,0.659824219,1.373684296
SASMDD0012-56974,Eucalypt Woodlands,-34.05913889,140.7543472,17,256,17.3,32.8,0.037,0.09,1.1,15,53.5,6.7,33,11,0.64380889,-0.759279483,-14.78096171,0.374290727,0.840500064
SASMDD0013-56979,Eucalypt Woodlands,-34.05670278,140.7348694,17,254,17.3,32.8,0.03,0.079,1,15.1,57.4,6.5,24,10,0.456205025,-0.120538526,-6.554488829,0.76168917,1.621177321
SASMDD0014-56980,Other Shrublands,-34.03775833,140.7054139,17,254,17.3,32.8,0.025,0.068,1.1,15.2,71.6,16.2,33,11,0.460053023,-0.138872939,-1.431803138,0.772742023,1.792205378
SASMDD0016-57000,Mallee Woodlands and Shrublands,-33.95690278,140.7185444,16,260,17.1,32.7,0.026,0.078,1,15,75.8,20.6,32,13,0.516061381,-0.374781472,-8.614473811,0.617484407,1.36942515
SASMDD0018-57010,Mallee Woodlands and Shrublands,-34.00307222,140.5761167,16,253,17.1,32.5,0.022,0.067,1,15.5,80,15.6,38,20,0.610023608,-0.673254641,-13.25452772,0.881285107,2.341178149
SATEYB0001-56940,Mallee Woodlands and Shrublands,-34.50430556,138.7031889,38,438,16.3,29.9,0.031,0.097,0.9,10.6,79.5,31.2,50,24,0.416537382,0.088209509,8.703601925,0.845532409,2.391233666
SATEYB0002-56991,Mallee Woodlands and Shrublands,-33.48902778,138.0801417,41,370,17.2,31.2,0.031,0.103,0.9,15.3,82.3,38.5,42,29,0.587180217,-0.609480803,-17.83859659,0.879622539,2.49457917
SATFLB0001-53698,Callitris Forests and Woodlands,-34.60900833,138.8613444,47,579,15.2,28.8,0.019,0.139,0.8,13,82,51.1,38,18,0.475664858,-0.210214896,-5.588029019,0.775371854,1.866369269
SATFLB0002-53703,Eucalypt Woodlands,-34.68309722,138.9086,51,712,14.2,28,0.017,0.144,0.8,14.6,72.6,135.8,41,28,0.441897106,-0.049565193,0.495503135,0.804621107,2.106315756
SATFLB0003-53704,Eucalypt Low Open Forests,-34.576925,139.006103,48,765,13.1,27.2,0.013,0.104,0.8,14.2,74.5,129,34,15,0.373681676,0.363539065,-5.372326334,0.720452854,1.61559027
SATFLB0004-53705,Callitris Forests and Woodlands,-31.32773611,138.5673306,24,295,17.9,33.8,0.036,0.065,0.7,13.1,64.1,412.7,54,18,0.47466959,-0.205806832,-3.549839327,0.858341942,2.251964468
SATFLB0005-53706,Mallee Woodlands and Shrublands,-31.31546111,138.5663667,32,411,16,32.2,0.03,0.093,0.6,14.5,64.4,472.6,39,15,0.361261144,0.455545294,-0.822788722,0.870757319,2.234353732
SATFLB0006-53708,Mallee Woodlands and Shrublands,-30.77565358,138.7975707,18,377,15.3,31.6,0.015,0.061,0.7,12.1,66.6,364.2,32,15,0.417166791,0.084587342,-4.582683325,0.830619843,1.999906734
SATFLB0007-53709,Other Shrublands,-31.54388317,138.594579,36,441,15.7,31.9,0.027,0.082,0.6,15.2,53.1,377.1,39,12,0.431423163,0.005374363,-4.747657393,0.76830368,1.710627984
SATFLB0008-53752,Other Shrublands,-32.3209586,137.9543899,36,464,15.2,30.4,0.02,0.091,0.7,12.7,64.3,391.4,58,18,0.586136633,-0.601485779,-21.41353924,0.691689571,1.515773625
SATFLB0009-53753,Eucalypt Open Forests,-32.31052104,137.9682707,36,464,15.2,30.5,0.022,0.102,0.6,14.1,69,373.8,49,17,0.390200324,0.250250746,-7.256095464,0.824862672,1.965867476
SATFLB0010-53714,Mallee Woodlands and Shrublands,-32.82851134,138.0326702,35,413,17.3,31.2,0.028,0.09,0.8,15.3,68.9,211.8,53,22,0.48334147,-0.243604689,-4.791826556,0.614384452,1.601035378
SATFLB0011-53754,Eucalypt Open Forests,-32.74841999,138.1362668,41,599,14.3,29.5,0.027,0.109,0.6,13.6,70.4,309.4,44,15,0.340097696,0.627796168,3.009162816,0.806773336,1.996746294
SATFLB0012-53699,Other Shrublands,-34.88076551,138.7082603,48,644,15.7,28.5,0.024,0.17,0.6,12.1,67.5,333.3,55,20,0.562762181,0.15756126,-10.66425044,0.764604155,1.959244453
SATFLB0013-53701,Eucalypt Low Open Forests,-33.9141962,138.6038099,48,715,14,29,0.016,0.113,0.7,13.7,70,128.3,55,17,0.41543015,0.094608116,-5.919736388,0.625496415,1.533323328
SATFLB0014-53702,Mallee Woodlands and Shrublands,-34.00513798,138.9593701,43,588,13.5,28.5,0.019,0.146,0.7,13,69.4,177.4,63,34,0.620190639,-0.700127947,-27.35887003,0.845813018,2.351144124
SATFLB0015-53707,Eucalypt Open Forests,-34.93342691,138.7269537,50,1064,13.3,26.4,0.018,0.185,0.8,13.4,66.8,217.4,74,28,0.45498272,-0.114649758,-8.415512048,0.663442902,1.770577762
SATFLB0016-53547,Mallee Woodlands and Shrublands,-30.343475,139.3396917,25,270,17.7,33.3,0.027,0.054,0.5,11,62.6,194.4,39,16,0.586634025,-0.607895157,-11.30135669,0.680743024,1.690429846
SATFLB0017-53548,Acacia Shrublands,-30.33181111,139.3736722,33,235,18.8,34.2,0.021,0.041,0.6,11.9,77.5,171.7,49,14,0.61347372,-0.682473747,-15.50028125,0.687555233,1.465844532
SATFLB0018-53549,Hummock Grasslands,-30.21904444,139.3241306,19,304,16.7,32.5,0.043,0.087,0.5,11.3,51,317.1,42,20,0.814193064,-1.084325476,-23.54326865,0.297194838,0.85665762
SATFLB0019-53550,Hummock Grasslands,-30.21953056,139.2328694,20,282,17.2,33,0.032,0.045,0.5,12,56.8,125.6,65,24,0.81215149,-1.081238047,-25.61451987,0.453575253,1.273640006
SATFLB0020-53551,Mallee Woodlands and Shrublands,-30.25567778,139.2272333,22,274,17.5,33.2,0.029,0.05,0.5,12,68.5,140.2,47,19,0.478123519,-0.221025687,0.938421691,0.822244666,2.174404518
SATFLB0021-53552,Mallee Open Woodlands and Sparse Mallee Shrublands,-30.41120278,139.2209833,18,308,16.7,32.5,0.019,0.051,0.5,11.5,65.3,314.8,63,18,0.716376839,-0.91662207,-24.57830564,0.506891667,1.203987346
SATFLB0022-53553,Mallee Woodlands and Shrublands,-30.40600556,139.2260583,17,319,16.4,32.2,0.015,0.044,0.5,12.3,69.1,279.7,59,29,0.750798947,-0.980620905,-34.97714284,0.797501644,2.092651048
SATFLB0023-53554,Other Shrublands,-30.59943611,139.0736139,24,245,18.1,33.8,0.029,0.042,0.7,11.9,64.8,89.1,30,15,0.642540885,-0.756214249,-8.417558892,0.782644259,1.947904374
SATFLB0024-53555,"Chenopod Shrublands, Samphire Shrublands and Forblands",-30.76085556,138.5795583,19,222,18.2,34.2,0.031,0.055,0.6,12,66.4,159.6,52,24,0.819173815,-1.091793279,-23.69712866,0.700182879,1.752735477
SATFLB0025-53556,Casuarina Forests and Woodlands,-30.78501389,138.6329361,18,250,17.7,33.7,0.025,0.049,0.6,12.3,61.2,150.4,52,17,0.598151454,-0.640718075,-13.47016218,0.641546171,1.583192201
SATFLB0026-57001,Eucalypt Open Forests,-34.88775556,138.78705,52,909,13.7,27.1,0.019,0.23,0.8,15.2,69.2,310.2,69,35,0.523432301,-0.402068718,-18.93128069,0.731999064,1.974131315
SATFLB0027-56975,Eucalypt Woodlands,-35.08308056,138.6790056,50,810,14.8,27,0.021,0.157,0.7,12.5,63,132.6,72,36,0.700276489,-0.884528006,-45.65002984,0.690929778,1.763999383
SATFLB0028-56995,Mallee Open Woodlands and Sparse Mallee Shrublands,-33.55308333,138.3932722,41,455,16,30.8,0.017,0.106,0.9,13.6,68.5,81.7,65,40,0.464550652,-0.159917634,8.955817106,0.931991527,3.050515124
SATKAN0001-53688,Eucalypt Low Open Forests,-35.60826944,138.261275,53,791,14.1,23.1,0.013,0.187,0.8,12.3,71.7,132.1,45,26,0.389606878,0.255144957,-5.439254062,0.810886808,2.182764195
